0_0	0.0 
0_1	140.031 
0_2	118.502 
0_3	78.6117 
0_4	12.7566 
0_5	27.6308 
0_6	63.1831 
0_7	86.519 
0_8	105.608 
0_9	105.689 
0_10	143.878 
0_11	55.2749 
0_12	35.5848 
0_13	39.584 
0_14	48.5262 
0_15	65.5842 
0_16	65.3625 
0_17	49.1843 
0_18	143.449 
0_19	152.844 
0_20	113.36 
0_21	131.555 
0_22	80.29 
0_23	29.1296 
0_24	133.65 
0_25	107.216 
0_26	135.221 
0_27	104.133 
0_28	91.2678 
0_29	129.282 
0_30	35.0907 
0_31	44.8574 
0_32	81.3124 
0_33	78.9066 
0_34	52.9771 
0_35	104.009 
0_36	98.2513 
0_37	97.5373 
0_38	31.3448 
0_39	42.7036 
0_40	95.6954 
0_41	156.038 
0_42	61.3516 
0_43	125.845 
0_44	95.5488 
0_45	109.73 
0_46	36.8351 
0_47	71.2748 
0_48	56.3615 
0_49	84.5595 
0_50	137.589 
0_51	46.2942 
0_52	29.9775 
0_53	64.1209 
0_54	120.864 
0_55	125.686 
0_56	145.307 
0_57	141.908 
0_58	127.175 
0_59	111.344 
0_60	105.127 
0_61	24.2794 
0_62	36.3184 
0_63	23.3475 
0_64	129.365 
0_65	78.5679 
0_66	108.037 
0_67	65.9286 
0_68	90.3763 
0_69	28.4253 
0_70	115.711 
0_71	97.8841 
0_72	105.286 
0_73	87.4393 
0_74	45.6607 
0_75	151.136 
0_76	122.151 
0_77	106.217 
0_78	42.2405 
0_79	38.5798 
0_80	67.9315 
0_81	89.9871 
0_82	106.263 
0_83	110.059 
0_84	143.093 
0_85	90.7481 
0_86	76.7919 
0_87	82.758 
0_88	77.5982 
0_89	72.0649 
0_90	90.0283 
0_91	79.142 
0_92	155.246 
0_93	154.316 
0_94	126.045 
0_95	129.178 
0_96	92.1322 
0_97	57.8988 
0_98	143.403 
0_99	126.073 
0_100	140.756 
0_101	121.706 
0_102	110.526 
0_103	132.944 
0_104	41.3595 
0_105	50.1748 
0_106	103.994 
0_107	108.241 
0_108	81.588 
0_109	123.768 
0_110	121.157 
0_111	122.702 
0_112	70.2853 
0_113	79.4241 
0_114	108.954 
0_115	159.824 
0_116	83.3348 
0_117	129.473 
0_118	110.661 
0_119	114.953 
0_120	66.2447 
0_121	95.315 
0_122	81.0168 
0_123	104.654 
0_124	145.64 
0_125	77.2663 
0_126	62.2094 
0_127	79.8879 
0_128	132.284 
0_129	134.853 
0_130	153.9 
0_131	148.605 
0_132	141.884 
0_133	128.728 
0_134	117.928 
0_135	68.6597 
0_136	49.4196 
0_137	55.037 
0_138	134.124 
0_139	78.4291 
0_140	121.998 
0_141	91.6687 
0_142	102.905 
0_143	33.0324 
0_144	118.665 
0_145	121.508 
0_146	123.506 
0_147	110.435 
1_0	140.031 
1_1	0.0 
1_2	97.8751 
1_3	78.0162 
1_4	148.697 
1_5	127.061 
1_6	112.819 
1_7	93.7332 
1_8	69.6231 
1_9	49.678 
1_10	44.9022 
1_11	96.3592 
1_12	111.591 
1_13	113.732 
1_14	123.385 
1_15	124.984 
1_16	76.8903 
1_17	93.0323 
1_18	24.6786 
1_19	46.2697 
1_20	28.5758 
1_21	30.7524 
1_22	64.0658 
1_23	114.017 
1_24	54.0735 
1_25	65.5409 
1_26	75.667 
1_27	87.9996 
1_28	96.9394 
1_29	68.8306 
1_30	120.556 
1_31	105.199 
1_32	66.6106 
1_33	73.3938 
1_34	91.682 
1_35	56.9704 
1_36	51.32 
1_37	54.5741 
1_38	112.968 
1_39	104.992 
1_40	56.5729 
1_41	26.0517 
1_42	92.4002 
1_43	30.8224 
1_44	84.577 
1_45	78.7633 
1_46	103.417 
1_47	70.6221 
1_48	90.1852 
1_49	60.8722 
1_50	14.6443 
1_51	111.704 
1_52	130.777 
1_53	118.15 
1_54	52.7531 
1_55	58.6093 
1_56	18.17 
1_57	33.7855 
1_58	20.7597 
1_59	30.8417 
1_60	35.5354 
1_61	125.136 
1_62	110.818 
1_63	118.028 
1_64	43.9208 
1_65	86.332 
1_66	74.0332 
1_67	95.658 
1_68	99.6754 
1_69	122.57 
1_70	65.0274 
1_71	50.1411 
1_72	43.7513 
1_73	60.8068 
1_74	152.532 
1_75	79.1441 
1_76	103.26 
1_77	121.102 
1_78	156.68 
1_79	131.106 
1_80	118.55 
1_81	100.726 
1_82	72.8496 
1_83	59.4404 
1_84	53.5576 
1_85	129.928 
1_86	143.819 
1_87	143.751 
1_88	144.705 
1_89	130.493 
1_90	110.462 
1_91	121.431 
1_92	83.0398 
1_93	71.5062 
1_94	77.1144 
1_95	50.0786 
1_96	87.5635 
1_97	132.534 
1_98	102.331 
1_99	116.797 
1_100	97.8328 
1_101	121.322 
1_102	125.035 
1_103	76.8493 
1_104	121.082 
1_105	105.815 
